timestamp,meterid,voltagemagnitude,voltageangle,frequency
2013-04-22T08:59:28.117,129,1.022,4.18,59.998
2013-04-22T08:59:28.117,83,1.02,50.15,59.998
2013-04-22T08:59:28.117,137,0.999,-4.54,59.998
2013-04-22T08:59:28.117,23,1.024,0.0,59.999
2013-04-22T08:59:28.133,137,0.999,-4.54,59.999
2013-04-22T08:59:28.133,43,1.009,38.25,60.0
2013-04-22T08:59:28.133,40,1.019,27.63,59.991
2013-04-22T08:59:28.133,44,1.025,30.25,59.999
2013-04-22T08:59:28.133,118,1.026,26.5,60.0
2013-04-22T08:59:28.133,129,1.022,4.18,59.998
2013-04-22T08:59:28.133,83,1.02,50.16,59.999
2013-04-22T08:59:28.133,23,1.024,0.0,59.999
2013-04-22T08:59:28.150,137,0.999,-4.54,59.999
2013-04-22T08:59:28.150,23,1.024,0.0,59.999
2013-04-22T08:59:28.150,44,1.025,30.26,60.0
2013-04-22T08:59:28.150,118,1.026,26.5,59.999
2013-04-22T08:59:28.150,40,1.019,27.58,59.99
2013-04-22T08:59:28.150,43,1.009,38.25,59.999
2013-04-22T08:59:28.150,129,1.022,4.18,59.999
2013-04-22T08:59:28.150,83,1.02,50.16,60.0
2013-04-22T08:59:28.167,40,1.019,27.52,59.99
2013-04-22T08:59:28.167,43,1.009,38.25,59.999
2013-04-22T08:59:28.167,118,1.026,26.5,59.999
2013-04-22T08:59:28.167,23,1.024,0.0,59.999
2013-04-22T08:59:28.167,83,1.02,50.17,59.999
2013-04-22T08:59:28.167,137,0.999,-4.54,59.999
2013-04-22T08:59:28.167,129,1.022,4.18,60.0
2013-04-22T08:59:28.167,44,1.025,30.26,59.999
2013-04-22T08:59:28.183,137,0.999,-4.54,59.999
2013-04-22T08:59:28.183,129,1.022,4.18,59.999
2013-04-22T08:59:28.183,43,1.009,38.26,60.0
2013-04-22T08:59:28.183,40,1.019,27.47,59.99
2013-04-22T08:59:28.183,23,1.024,0.0,59.999
2013-04-22T08:59:28.183,44,1.025,30.26,59.999
2013-04-22T08:59:28.183,118,1.026,26.5,59.999
2013-04-22T08:59:28.183,83,1.02,50.16,59.999
2013-04-22T08:59:28.200,129,1.022,4.18,59.999
2013-04-22T08:59:28.200,40,1.019,27.42,59.99
2013-04-22T08:59:28.200,44,1.025,30.26,59.999
2013-04-22T08:59:28.200,118,1.026,26.5,59.999
2013-04-22T08:59:28.200,137,0.999,-4.54,59.999
2013-04-22T08:59:28.200,23,1.024,0.0,59.999
2013-04-22T08:59:28.200,83,1.02,50.17,60.0
2013-04-22T08:59:28.200,43,1.009,38.26,59.999
2013-04-22T08:59:28.217,129,1.022,4.18,59.997
2013-04-22T08:59:28.217,44,1.025,30.27,59.999
2013-04-22T08:59:28.217,137,0.999,-4.54,59.998
2013-04-22T08:59:28.217,118,1.026,26.51,59.999
2013-04-22T08:59:28.217,23,1.024,0.0,59.998
2013-04-22T08:59:28.217,43,1.009,38.27,59.999
2013-04-22T08:59:28.217,40,1.019,27.38,59.991
2013-04-22T08:59:28.217,83,1.02,50.18,59.999
2013-04-22T08:59:28.233,129,1.022,4.18,59.998
2013-04-22T08:59:28.233,23,1.024,0.0,59.998
2013-04-22T08:59:28.233,137,0.999,-4.54,59.998
2013-04-22T08:59:28.233,83,1.02,50.19,59.999
2013-04-22T08:59:28.233,40,1.019,27.33,59.991
2013-04-22T08:59:28.233,44,1.025,30.27,59.998
2013-04-22T08:59:28.233,118,1.026,26.51,59.998
2013-04-22T08:59:28.233,43,1.009,38.27,59.999
2013-04-22T08:59:28.250,118,1.026,26.51,59.999
2013-04-22T08:59:28.250,44,1.025,30.26,59.999
2013-04-22T08:59:28.250,43,1.009,38.27,59.999
2013-04-22T08:59:28.250,23,1.024,0.0,59.999
2013-04-22T08:59:28.250,40,1.019,27.28,59.991
2013-04-22T08:59:28.250,83,1.02,50.18,59.999
2013-04-22T08:59:28.250,129,1.022,4.18,60.0
2013-04-22T08:59:28.250,137,0.999,-4.54,59.999
2013-04-22T08:59:28.267,118,1.026,26.51,60.0
2013-04-22T08:59:28.267,23,1.024,0.0,60.001
2013-04-22T08:59:28.267,44,1.025,30.26,60.0
2013-04-22T08:59:28.267,43,1.009,38.27,60.0
2013-04-22T08:59:28.267,137,0.999,-4.54,60.0
2013-04-22T08:59:28.267,83,1.02,50.18,60.0
2013-04-22T08:59:28.267,129,1.022,4.18,60.0
2013-04-22T08:59:28.267,40,1.019,27.22,59.991
2013-04-22T08:59:28.283,40,1.019,27.17,59.99
2013-04-22T08:59:28.283,44,1.025,30.27,60.001
2013-04-22T08:59:28.283,129,1.022,4.18,60.0
2013-04-22T08:59:28.283,23,1.024,0.0,59.999
2013-04-22T08:59:28.283,83,1.02,50.18,60.0
2013-04-22T08:59:28.283,43,1.009,38.27,60.0
2013-04-22T08:59:28.283,137,0.999,-4.54,60.0
2013-04-22T08:59:28.283,118,1.026,26.51,60.0
2013-04-22T08:59:28.300,43,1.009,38.27,59.999
2013-04-22T08:59:28.300,118,1.026,26.51,59.999
2013-04-22T08:59:28.300,83,1.02,50.18,59.999
2013-04-22T08:59:28.300,23,1.024,0.0,60.0
2013-04-22T08:59:28.300,40,1.02,27.11,59.991
2013-04-22T08:59:28.300,129,1.022,4.18,60.0
2013-04-22T08:59:28.300,44,1.025,30.26,59.999
2013-04-22T08:59:28.300,137,0.999,-4.54,59.999
2013-04-22T08:59:28.317,23,1.024,0.0,59.999
2013-04-22T08:59:28.317,40,1.02,27.06,59.991
2013-04-22T08:59:28.317,137,0.999,-4.54,59.999
2013-04-22T08:59:28.317,129,1.022,4.18,59.999
2013-04-22T08:59:28.317,44,1.025,30.26,59.999
2013-04-22T08:59:28.317,83,1.02,50.18,59.999
2013-04-22T08:59:28.317,118,1.026,26.5,59.999
2013-04-22T08:59:28.317,43,1.009,38.27,59.999
2013-04-22T08:59:28.333,118,1.026,26.51,60.0
2013-04-22T08:59:28.333,129,1.022,4.18,60.0
2013-04-22T08:59:28.333,137,0.999,-4.54,60.0
2013-04-22T08:59:28.333,43,1.009,38.27,60.0
2013-04-22T08:59:28.333,44,1.025,30.26,59.999
2013-04-22T08:59:28.333,23,1.024,0.0,60.0
2013-04-22T08:59:28.333,83,1.02,50.17,59.999
2013-04-22T08:59:28.333,40,1.019,27.01,59.991
2013-04-22T08:59:28.350,118,1.026,26.51,60.001
2013-04-22T08:59:28.350,44,1.025,30.26,60.001
2013-04-22T08:59:28.350,23,1.024,0.0,60.0
2013-04-22T08:59:28.350,40,1.019,26.96,59.991
2013-04-22T08:59:28.350,83,1.02,50.17,60.0
2013-04-22T08:59:28.350,137,0.999,-4.55,59.999
2013-04-22T08:59:28.350,43,1.009,38.27,60.001
2013-04-22T08:59:28.350,129,1.022,4.18,60.0
2013-04-22T08:59:28.367,129,1.022,4.18,60.0
2013-04-22T08:59:28.367,44,1.025,30.26,59.999
2013-04-22T08:59:28.367,40,1.019,26.91,59.992
2013-04-22T08:59:28.367,137,0.999,-4.55,59.999
2013-04-22T08:59:28.367,23,1.024,0.0,59.999
2013-04-22T08:59:28.367,43,1.009,38.27,59.999
2013-04-22T08:59:28.367,118,1.026,26.51,59.999
2013-04-22T08:59:28.367,83,1.02,50.18,60.0
2013-04-22T08:59:28.383,44,1.025,30.26,60.0
2013-04-22T08:59:28.383,137,0.999,-4.55,60.0
2013-04-22T08:59:28.383,43,1.009,38.27,60.0
2013-04-22T08:59:28.383,23,1.024,0.0,60.0
2013-04-22T08:59:28.383,40,1.02,26.86,59.991
2013-04-22T08:59:28.383,83,1.02,50.18,60.0
2013-04-22T08:59:28.383,129,1.022,4.18,60.0
2013-04-22T08:59:28.383,118,1.026,26.51,60.0
2013-04-22T08:59:28.400,83,1.02,50.18,60.0
2013-04-22T08:59:28.400,23,1.024,0.0,60.0
2013-04-22T08:59:28.400,118,1.026,26.51,60.0
2013-04-22T08:59:28.400,40,1.02,26.8,59.99
2013-04-22T08:59:28.400,137,0.999,-4.55,59.999
2013-04-22T08:59:28.400,129,1.022,4.18,60.0
2013-04-22T08:59:28.400,43,1.009,38.27,60.0
2013-04-22T08:59:28.400,44,1.025,30.26,60.0
2013-04-22T08:59:28.417,43,1.009,38.28,60.0
2013-04-22T08:59:28.417,40,1.02,26.76,59.992
2013-04-22T08:59:28.417,137,0.999,-4.55,59.999
2013-04-22T08:59:28.417,129,1.022,4.18,59.998
2013-04-22T08:59:28.417,44,1.025,30.26,59.999
2013-04-22T08:59:28.417,118,1.026,26.51,59.999
2013-04-22T08:59:28.417,23,1.024,0.0,59.999
2013-04-22T08:59:28.417,83,1.02,50.19,60.0
2013-04-22T08:59:28.433,44,1.025,30.26,59.999
2013-04-22T08:59:28.433,43,1.009,38.28,60.0
2013-04-22T08:59:28.433,118,1.026,26.51,59.999
2013-04-22T08:59:28.433,83,1.02,50.18,59.999
2013-04-22T08:59:28.433,129,1.022,4.18,59.999
2013-04-22T08:59:28.433,23,1.024,0.0,59.999
2013-04-22T08:59:28.433,40,1.02,26.72,59.992
2013-04-22T08:59:28.433,137,0.999,-4.55,59.999
2013-04-22T08:59:28.450,129,1.022,4.18,60.0
2013-04-22T08:59:28.450,40,1.02,26.67,59.992
2013-04-22T08:59:28.450,83,1.02,50.19,60.0
2013-04-22T08:59:28.450,118,1.026,26.51,60.0
2013-04-22T08:59:28.450,23,1.024,0.0,59.999
2013-04-22T08:59:28.450,137,0.999,-4.55,59.999
2013-04-22T08:59:28.450,44,1.025,30.27,60.0
2013-04-22T08:59:28.450,43,1.009,38.29,60.0
2013-04-22T08:59:28.467,43,1.009,38.29,60.0
2013-04-22T08:59:28.467,23,1.024,0.0,59.999
2013-04-22T08:59:28.467,44,1.025,30.27,60.0
2013-04-22T08:59:28.467,118,1.026,26.52,60.0
2013-04-22T08:59:28.467,129,1.022,4.18,59.998
2013-04-22T08:59:28.467,137,0.999,-4.55,59.999
2013-04-22T08:59:28.467,40,1.02,26.63,59.992
2013-04-22T08:59:28.467,83,1.02,50.2,60.0
2013-04-22T08:59:28.483,129,1.022,4.18,59.999
2013-04-22T08:59:28.483,23,1.024,0.0,60.0
2013-04-22T08:59:28.483,118,1.026,26.52,59.999
2013-04-22T08:59:28.483,44,1.025,30.27,60.0
2013-04-22T08:59:28.483,83,1.02,50.2,60.0
2013-04-22T08:59:28.483,40,1.02,26.57,59.991
2013-04-22T08:59:28.483,137,0.999,-4.55,60.0
2013-04-22T08:59:28.483,43,1.009,38.3,60.0
2013-04-22T08:59:28.500,44,1.025,30.27,59.999
2013-04-22T08:59:28.500,83,1.02,50.19,59.999
2013-04-22T08:59:28.500,129,1.022,4.17,60.0
2013-04-22T08:59:28.500,40,1.02,26.53,59.992
2013-04-22T08:59:28.500,23,1.024,0.0,60.0
2013-04-22T08:59:28.500,118,1.026,26.51,59.999
2013-04-22T08:59:28.500,43,1.009,38.3,60.0
2013-04-22T08:59:28.500,137,0.999,-4.55,59.999
2013-04-22T08:59:28.517,44,1.025,30.26,59.999
2013-04-22T08:59:28.517,83,1.02,50.19,60.0
2013-04-22T08:59:28.517,43,1.009,38.29,59.999
2013-04-22T08:59:28.517,40,1.02,26.47,59.992
2013-04-22T08:59:28.517,129,1.023,4.17,60.0
2013-04-22T08:59:28.517,137,0.999,-4.56,59.999
2013-04-22T08:59:28.517,118,1.026,26.51,59.999
2013-04-22T08:59:28.517,23,1.024,0.0,60.0
2013-04-22T08:59:28.533,23,1.025,0.0,60.0
2013-04-22T08:59:28.533,118,1.026,26.5,59.999
2013-04-22T08:59:28.533,83,1.02,50.19,59.999
2013-04-22T08:59:28.533,137,0.999,-4.55,60.001
2013-04-22T08:59:28.533,129,1.023,4.17,60.0
2013-04-22T08:59:28.533,43,1.009,38.29,60.0
2013-04-22T08:59:28.533,40,1.02,26.43,59.992
2013-04-22T08:59:28.533,44,1.025,30.26,59.999
2013-04-22T08:59:28.550,40,1.02,26.37,59.992
2013-04-22T08:59:28.550,118,1.026,26.49,60.0
2013-04-22T08:59:28.550,44,1.025,30.25,60.0
2013-04-22T08:59:28.550,129,1.023,4.16,60.0
2013-04-22T08:59:28.550,23,1.025,0.0,60.002
2013-04-22T08:59:28.550,83,1.02,50.18,60.0
2013-04-22T08:59:28.550,43,1.009,38.28,60.0
2013-04-22T08:59:28.550,137,0.999,-4.56,60.001
2013-04-22T08:59:28.567,43,1.009,38.28,60.0
2013-04-22T08:59:28.567,137,0.999,-4.56,60.001
2013-04-22T08:59:28.567,23,1.025,0.0,60.001
2013-04-22T08:59:28.567,44,1.025,30.25,60.001
2013-04-22T08:59:28.567,83,1.02,50.17,60.0
2013-04-22T08:59:28.567,40,1.02,26.32,59.992
2013-04-22T08:59:28.567,118,1.026,26.49,60.0
2013-04-22T08:59:28.567,129,1.023,4.16,60.001
2013-04-22T08:59:28.583,129,1.023,4.16,60.0
2013-04-22T08:59:28.583,43,1.009,38.28,60.0
2013-04-22T08:59:28.583,44,1.025,30.25,60.0
2013-04-22T08:59:28.583,40,1.019,26.27,59.991
2013-04-22T08:59:28.583,137,0.999,-4.55,60.001
2013-04-22T08:59:28.583,118,1.026,26.49,60.0
2013-04-22T08:59:28.583,83,1.02,50.18,60.0
2013-04-22T08:59:28.583,23,1.025,0.0,60.0
2013-04-22T08:59:28.600,43,1.009,38.27,59.999
2013-04-22T08:59:28.600,44,1.025,30.25,60.0
2013-04-22T08:59:28.600,129,1.023,4.17,60.0
2013-04-22T08:59:28.600,23,1.025,0.0,60.0
2013-04-22T08:59:28.600,118,1.026,26.49,60.0
2013-04-22T08:59:28.600,40,1.02,26.23,59.993
2013-04-22T08:59:28.600,83,1.02,50.17,60.0
2013-04-22T08:59:28.600,137,0.999,-4.55,60.0
2013-04-22T08:59:28.617,40,1.02,26.17,59.992
2013-04-22T08:59:28.617,118,1.026,26.48,60.0
2013-04-22T08:59:28.617,137,0.999,-4.56,60.001
2013-04-22T08:59:28.617,23,1.025,0.0,60.001
2013-04-22T08:59:28.617,129,1.023,4.17,60.001
2013-04-22T08:59:28.617,83,1.02,50.17,60.0
2013-04-22T08:59:28.617,44,1.025,30.24,60.0
2013-04-22T08:59:28.617,43,1.009,38.26,60.0
2013-04-22T08:59:28.633,118,1.026,26.47,59.999
2013-04-22T08:59:28.633,129,1.023,4.16,60.0
2013-04-22T08:59:28.633,40,1.02,26.12,59.992
2013-04-22T08:59:28.633,23,1.025,0.0,60.001
2013-04-22T08:59:28.633,43,1.009,38.26,60.0
2013-04-22T08:59:28.633,137,0.999,-4.56,60.001
2013-04-22T08:59:28.633,83,1.02,50.16,59.999
2013-04-22T08:59:28.633,44,1.025,30.23,59.999
2013-04-22T08:59:28.650,83,1.02,50.16,60.0
2013-04-22T08:59:28.650,40,1.02,26.07,59.993
2013-04-22T08:59:28.650,129,1.023,4.16,60.0
2013-04-22T08:59:28.650,43,1.009,38.26,60.0
2013-04-22T08:59:28.650,44,1.025,30.23,60.0
2013-04-22T08:59:28.650,118,1.026,26.47,60.0
2013-04-22T08:59:28.650,23,1.025,0.0,60.001
2013-04-22T08:59:28.650,137,0.999,-4.56,60.001
2013-04-22T08:59:28.667,129,1.023,4.16,60.0
2013-04-22T08:59:28.667,83,1.02,50.15,60.0
2013-04-22T08:59:28.667,44,1.025,30.23,60.0
2013-04-22T08:59:28.667,118,1.026,26.47,60.0
2013-04-22T08:59:28.667,43,1.009,38.25,60.0
2013-04-22T08:59:28.667,40,1.02,26.02,59.992
2013-04-22T08:59:28.667,23,1.025,0.0,60.001
2013-04-22T08:59:28.667,137,0.999,-4.56,60.001
2013-04-22T08:59:28.683,129,1.023,4.16,60.001
2013-04-22T08:59:28.683,118,1.026,26.47,60.001
2013-04-22T08:59:28.683,83,1.019,50.15,60.0
2013-04-22T08:59:28.683,40,1.02,25.97,59.992
2013-04-22T08:59:28.683,44,1.025,30.23,60.001
2013-04-22T08:59:28.683,43,1.009,38.25,60.0
2013-04-22T08:59:28.683,137,0.999,-4.55,60.001
2013-04-22T08:59:28.683,23,1.025,0.0,60.0
2013-04-22T08:59:28.700,43,1.009,38.26,60.001
2013-04-22T08:59:28.700,83,1.019,50.16,60.0
2013-04-22T08:59:28.700,23,1.024,0.0,59.999
2013-04-22T08:59:28.700,137,0.999,-4.55,60.0
2013-04-22T08:59:28.700,44,1.025,30.24,60.001
2013-04-22T08:59:28.700,40,1.019,25.93,59.992
2013-04-22T08:59:28.700,118,1.026,26.48,60.0
2013-04-22T08:59:28.700,129,1.023,4.16,59.999
2013-04-22T08:59:28.717,137,0.999,-4.54,60.0
2013-04-22T08:59:28.717,43,1.009,38.27,60.0
2013-04-22T08:59:28.717,83,1.019,50.16,60.0
2013-04-22T08:59:28.717,118,1.026,26.48,60.0
2013-04-22T08:59:28.717,44,1.025,30.24,60.0
2013-04-22T08:59:28.717,23,1.024,0.0,59.999
2013-04-22T08:59:28.717,40,1.019,25.88,59.992
2013-04-22T08:59:28.717,129,1.023,4.17,60.0
2013-04-22T08:59:28.733,129,1.023,4.17,60.001
2013-04-22T08:59:28.733,118,1.026,26.48,60.001
2013-04-22T08:59:28.733,23,1.024,0.0,60.001
2013-04-22T08:59:28.733,43,1.009,38.26,60.0
2013-04-22T08:59:28.733,40,1.02,25.83,59.993
2013-04-22T08:59:28.733,44,1.025,30.24,60.0
2013-04-22T08:59:28.733,83,1.019,50.16,60.001
2013-04-22T08:59:28.733,137,0.999,-4.55,60.001
2013-04-22T08:59:28.750,43,1.009,38.27,60.001
2013-04-22T08:59:28.750,40,1.019,25.78,59.992
2013-04-22T08:59:28.750,129,1.023,4.17,60.0
2013-04-22T08:59:28.750,137,0.999,-4.54,60.001
2013-04-22T08:59:28.750,118,1.026,26.48,59.999
2013-04-22T08:59:28.750,83,1.019,50.16,60.0
2013-04-22T08:59:28.750,44,1.025,30.24,60.0
2013-04-22T08:59:28.750,23,1.025,0.0,60.0
2013-04-22T08:59:28.767,118,1.026,26.47,60.0
2013-04-22T08:59:28.767,40,1.019,25.73,59.992
2013-04-22T08:59:28.767,44,1.025,30.23,60.0
2013-04-22T08:59:28.767,137,0.999,-4.55,60.001
2013-04-22T08:59:28.767,23,1.025,0.0,60.001
2013-04-22T08:59:28.767,83,1.019,50.16,60.001
2013-04-22T08:59:28.767,129,1.023,4.17,60.001
2013-04-22T08:59:28.767,43,1.009,38.26,60.0
2013-04-22T08:59:28.783,137,0.999,-4.55,60.001
2013-04-22T08:59:28.783,44,1.025,30.23,60.001
2013-04-22T08:59:28.783,129,1.023,4.17,60.001
2013-04-22T08:59:28.783,83,1.02,50.15,60.0
2013-04-22T08:59:28.783,118,1.026,26.47,60.001
2013-04-22T08:59:28.783,43,1.009,38.25,60.0
2013-04-22T08:59:28.783,40,1.019,25.68,59.992
2013-04-22T08:59:28.783,23,1.025,0.0,60.001
2013-04-22T08:59:28.800,83,1.019,50.15,60.001
2013-04-22T08:59:28.800,118,1.026,26.47,60.001
2013-04-22T08:59:28.800,23,1.025,0.0,60.001
2013-04-22T08:59:28.800,40,1.019,25.62,59.992
2013-04-22T08:59:28.800,44,1.025,30.23,60.001
2013-04-22T08:59:28.800,137,0.999,-4.55,60.001
2013-04-22T08:59:28.800,43,1.009,38.25,60.001
2013-04-22T08:59:28.800,129,1.023,4.17,60.001
2013-04-22T08:59:28.817,83,1.019,50.15,60.0
2013-04-22T08:59:28.817,44,1.025,30.23,60.0
2013-04-22T08:59:28.817,129,1.023,4.17,60.0
2013-04-22T08:59:28.817,40,1.019,25.57,59.991
2013-04-22T08:59:28.817,23,1.025,0.0,60.0
2013-04-22T08:59:28.817,137,0.999,-4.55,60.0
2013-04-22T08:59:28.817,118,1.026,26.47,60.0
2013-04-22T08:59:28.817,43,1.009,38.25,60.0
2013-04-22T08:59:28.833,129,1.023,4.17,60.0
2013-04-22T08:59:28.833,43,1.009,38.25,60.0
2013-04-22T08:59:28.833,23,1.025,0.0,60.0
2013-04-22T08:59:28.833,83,1.019,50.15,60.0
2013-04-22T08:59:28.833,118,1.026,26.47,60.0
2013-04-22T08:59:28.833,40,1.019,25.52,59.992
2013-04-22T08:59:28.833,137,0.999,-4.54,60.001
2013-04-22T08:59:28.833,44,1.025,30.23,60.0
2013-04-22T08:59:28.850,40,1.019,25.46,59.991
2013-04-22T08:59:28.850,44,1.025,30.23,60.001
2013-04-22T08:59:28.850,129,1.023,4.17,60.0
2013-04-22T08:59:28.850,137,0.999,-4.53,60.001
2013-04-22T08:59:28.850,43,1.009,38.26,60.001
2013-04-22T08:59:28.850,23,1.025,0.0,60.0
2013-04-22T08:59:28.850,118,1.026,26.47,60.001
2013-04-22T08:59:28.850,83,1.019,50.16,60.001
2013-04-22T08:59:28.867,23,1.024,0.0,60.0
2013-04-22T08:59:28.867,129,1.023,4.17,60.0
2013-04-22T08:59:28.867,137,0.999,-4.53,60.001
2013-04-22T08:59:28.867,118,1.026,26.48,60.001
2013-04-22T08:59:28.867,43,1.009,38.26,60.001
2013-04-22T08:59:28.867,44,1.025,30.24,60.001
2013-04-22T08:59:28.867,83,1.019,50.16,60.001
2013-04-22T08:59:28.867,40,1.019,25.42,59.992
2013-04-22T08:59:28.883,137,0.999,-4.52,59.999
2013-04-22T08:59:28.883,23,1.024,0.0,59.998
2013-04-22T08:59:28.883,43,1.009,38.28,60.001
2013-04-22T08:59:28.883,129,1.022,4.18,59.999
2013-04-22T08:59:28.883,118,1.026,26.5,60.0
2013-04-22T08:59:28.883,40,1.019,25.38,59.992
2013-04-22T08:59:28.883,83,1.019,50.18,60.0
2013-04-22T08:59:28.883,44,1.025,30.26,60.0
2013-04-22T08:59:28.900,43,1.009,38.28,60.0
2013-04-22T08:59:28.900,23,1.024,0.0,60.0
2013-04-22T08:59:28.900,118,1.026,26.49,60.0
2013-04-22T08:59:28.900,137,0.999,-4.52,60.0
2013-04-22T08:59:28.900,44,1.025,30.25,59.999
2013-04-22T08:59:28.900,83,1.019,50.18,60.0
2013-04-22T08:59:28.900,40,1.019,25.33,59.992
2013-04-22T08:59:28.900,129,1.023,4.17,60.0
2013-04-22T08:59:28.917,118,1.026,26.49,60.0
2013-04-22T08:59:28.917,44,1.025,30.25,60.001
2013-04-22T08:59:28.917,137,0.999,-4.53,60.001
2013-04-22T08:59:28.917,40,1.019,25.27,59.991
2013-04-22T08:59:28.917,129,1.023,4.17,60.001
2013-04-22T08:59:28.917,43,1.009,38.27,60.0
2013-04-22T08:59:28.917,23,1.025,0.0,60.002
2013-04-22T08:59:28.917,83,1.019,50.17,60.001
2013-04-22T08:59:28.933,137,0.999,-4.52,60.002
2013-04-22T08:59:28.933,43,1.009,38.26,60.001
2013-04-22T08:59:28.933,118,1.026,26.48,60.001
2013-04-22T08:59:28.933,40,1.019,25.2,59.991
2013-04-22T08:59:28.933,83,1.019,50.17,60.001
2013-04-22T08:59:28.933,129,1.023,4.17,60.002
2013-04-22T08:59:28.933,44,1.025,30.24,60.001
2013-04-22T08:59:28.933,23,1.025,0.0,60.002
2013-04-22T08:59:28.950,137,0.999,-4.52,60.001
2013-04-22T08:59:28.950,43,1.009,38.26,60.001
2013-04-22T08:59:28.950,44,1.025,30.24,60.0
2013-04-22T08:59:28.950,40,1.019,25.14,59.99
2013-04-22T08:59:28.950,129,1.023,4.17,60.001
2013-04-22T08:59:28.950,118,1.026,26.48,60.001
2013-04-22T08:59:28.950,23,1.025,0.0,60.001
2013-04-22T08:59:28.950,83,1.019,50.16,60.0
2013-04-22T08:59:28.967,83,1.019,50.16,60.001
2013-04-22T08:59:28.967,137,0.999,-4.52,60.001
2013-04-22T08:59:28.967,43,1.009,38.26,60.0
2013-04-22T08:59:28.967,129,1.023,4.17,60.001
2013-04-22T08:59:28.967,23,1.025,0.0,60.001
2013-04-22T08:59:28.967,44,1.025,30.23,60.001
2013-04-22T08:59:28.967,118,1.026,26.48,60.001
2013-04-22T08:59:28.967,40,1.019,25.08,59.991
2013-04-22T08:59:28.983,83,1.019,50.17,60.001
2013-04-22T08:59:28.983,129,1.023,4.17,60.0
2013-04-22T08:59:28.983,118,1.026,26.48,60.001
2013-04-22T08:59:28.983,43,1.009,38.26,60.001
2013-04-22T08:59:28.983,40,1.019,25.03,59.992
2013-04-22T08:59:28.983,23,1.025,0.0,60.0
2013-04-22T08:59:28.983,137,0.999,-4.52,60.001
2013-04-22T08:59:28.983,44,1.025,30.24,60.001
2013-04-22T08:59:29.000,137,0.999,-4.52,60.001
2013-04-22T08:59:29.000,83,1.019,50.16,60.0
2013-04-22T08:59:29.000,44,1.025,30.24,60.001
2013-04-22T08:59:29.000,43,1.009,38.26,60.001
2013-04-22T08:59:29.000,129,1.023,4.17,60.001
2013-04-22T08:59:29.000,23,1.025,0.0,60.001
2013-04-22T08:59:29.000,118,1.026,26.48,60.001
2013-04-22T08:59:29.000,40,1.019,24.97,59.991
2013-04-22T08:59:29.017,129,1.023,4.17,60.002
2013-04-22T08:59:29.017,137,0.999,-4.53,60.001
2013-04-22T08:59:29.017,40,1.019,24.9,59.991
2013-04-22T08:59:29.017,118,1.026,26.48,60.001
2013-04-22T08:59:29.017,43,1.009,38.25,60.0
2013-04-22T08:59:29.017,44,1.025,30.23,60.0
2013-04-22T08:59:29.017,83,1.019,50.15,60.0
2013-04-22T08:59:29.017,23,1.025,0.0,60.002
2013-04-22T08:59:29.033,83,1.019,50.15,60.002
2013-04-22T08:59:29.033,118,1.026,26.48,60.002
2013-04-22T08:59:29.033,40,1.019,24.84,59.991
2013-04-22T08:59:29.033,43,1.009,38.25,60.002
2013-04-22T08:59:29.033,44,1.025,30.23,60.002
2013-04-22T08:59:29.033,137,0.999,-4.52,60.002
2013-04-22T08:59:29.033,129,1.023,4.17,60.001
2013-04-22T08:59:29.033,23,1.025,0.0,60.001
2013-04-22T08:59:29.050,43,1.009,38.25,60.001
2013-04-22T08:59:29.050,40,1.019,24.77,59.99
2013-04-22T08:59:29.050,129,1.023,4.16,60.001
2013-04-22T08:59:29.050,137,0.999,-4.53,60.001
2013-04-22T08:59:29.050,118,1.026,26.48,60.001
2013-04-22T08:59:29.050,44,1.025,30.23,60.001
2013-04-22T08:59:29.050,23,1.025,0.0,60.001
2013-04-22T08:59:29.050,83,1.019,50.15,60.001
2013-04-22T08:59:29.067,118,1.026,26.47,60.001
2013-04-22T08:59:29.067,40,1.019,24.7,59.99
2013-04-22T08:59:29.067,83,1.019,50.14,60.001
2013-04-22T08:59:29.067,129,1.023,4.16,60.001
2013-04-22T08:59:29.067,43,1.009,38.24,60.0
2013-04-22T08:59:29.067,137,0.999,-4.53,60.001
2013-04-22T08:59:29.067,44,1.025,30.22,60.001
2013-04-22T08:59:29.067,23,1.025,0.0,60.002
2013-04-22T08:59:29.083,43,1.009,38.24,60.002
2013-04-22T08:59:29.083,23,1.025,0.0,60.002
2013-04-22T08:59:29.083,44,1.025,30.22,60.002
2013-04-22T08:59:29.083,137,0.999,-4.53,60.002
2013-04-22T08:59:29.083,118,1.026,26.47,60.002
2013-04-22T08:59:29.083,129,1.023,4.16,60.002
2013-04-22T08:59:29.083,40,1.019,24.63,59.99
2013-04-22T08:59:29.083,83,1.02,50.14,60.001
2013-04-22T08:59:29.100,137,0.999,-4.53,60.002
2013-04-22T08:59:29.100,118,1.027,26.46,60.001
2013-04-22T08:59:29.100,23,1.025,0.0,60.002
2013-04-22T08:59:29.100,83,1.02,50.13,60.001
2013-04-22T08:59:29.100,44,1.025,30.22,60.002
2013-04-22T08:59:29.100,129,1.023,4.16,60.002
2013-04-22T08:59:29.100,40,1.019,24.56,59.991
2013-04-22T08:59:29.100,43,1.009,38.23,60.001
2013-04-22T08:59:29.117,23,1.025,0.0,60.002
2013-04-22T08:59:29.117,44,1.025,30.22,60.002
2013-04-22T08:59:29.117,137,0.999,-4.54,60.001
